Timestamp,Force (g),Position (mm),Stimulus
0,3.11401236710459,-0.001379,0.003807
0.0001,3.11568797977248,-0.000730,0.000890
0.0002,3.12407121475596,-0.000406,-0.004620
0.0003,3.1408325130789,-0.002675,0.001863
0.0004,3.14586452272661,-0.005268,-0.000082
0.0005,3.13748128774312,-0.004944,0.003807
0.0006,3.12407121475596,-0.001379,0.003483
0.0007,3.12407121475596,0.001538,0.001214
0.0008,3.12742244009174,0.001214,-0.001055
0.0009,3.13580567507523,-0.001379,0.003807
0.001,3.13748128774312,-0.001703,-0.000406
0.0011,3.1123367544367,-0.001703,0.003159
0.0012,3.1123367544367,-0.001055,0.000566
0.0013,3.12407121475596,-0.001055,-0.004620
0.0014,3.13580567507523,-0.002999,0.004455
0.0015,3.14418373841468,-0.004944,0.000242
0.0016,3.13413006240734,-0.004296,0.003483
0.0017,3.12239560208807,-0.001055,0.002511
0.0018,3.11904437675229,0.001863,-0.000730
0.0019,3.12909805275963,0.000566,-0.000082
0.002,3.13748128774312,-0.001379,0.002187
0.0021,3.12574682742385,-0.002675,-0.000406
0.0022,3.11066114176881,-0.001703,0.000890
0.0023,3.1173687640844,-0.001379,-0.000730
0.0024,3.13413006240734,-0.001703,-0.003972
0.0025,3.13580567507523,-0.002999,0.006076
0.0026,3.14250812574679,-0.004296,0.000890
0.0027,3.12742244009174,-0.002675,0.001538
0.0028,3.11401236710459,-0.000406,0.002835
0.0029,3.11904437675229,0.002511,-0.002675
0.003,3.11568797977248,0.000890,0.003159
0.0031,3.12909805275963,-0.002351,0.002835
0.0032,3.13245444973945,-0.002675,-0.001055
0.0033,3.11401236710459,-0.002675,-0.000082
0.0034,3.11066114176881,-0.001703,-0.001379
0.0035,3.12742244009174,-0.002027,-0.001703
0.0036,3.13580567507523,-0.002999,0.006076
0.0037,3.13580567507523,-0.004296,0.001863
0.0038,3.12407121475596,-0.001055,0.000242
0.0039,3.10563430376514,0.000242,0.002835
0.004,3.11066114176881,0.002187,-0.003323
0.0041,3.11904437675229,0.000242,0.004780
0.0042,3.12407121475596,-0.002999,0.001538
0.0043,3.11401236710459,-0.002999,-0.001703
0.0044,3.1173687640844,-0.002351,-0.000406
0.0045,3.1123367544367,-0.001379,-0.002351
0.0046,3.12407121475596,-0.001055,0.000566
0.0047,3.13413006240734,-0.003323,0.006076
0.0048,3.12909805275963,-0.003972,0.001538
0.0049,3.11066114176881,-0.000730,-0.000082
0.005,3.10730991643303,0.000890,0.002835
0.0051,3.10730991643303,0.002187,-0.004296
0.0052,3.11401236710459,-0.000406,0.004780
0.0053,3.12909805275963,-0.003648,0.000890
0.0054,3.1123367544367,-0.003323,-0.001703
0.0055,3.11904437675229,-0.002027,-0.001055
0.0056,3.11904437675229,-0.000730,-0.001703
0.0057,3.12909805275963,-0.000730,0.004455
0.0058,3.13580567507523,-0.002999,0.003807
0.0059,3.12071998942018,-0.002999,0.001214
0.006,3.11066114176881,-0.001055,-0.000406
0.0061,3.10395869109725,0.001214,0.000890
0.0062,3.11066114176881,0.001214,-0.002999
0.0063,3.11904437675229,-0.001055,0.003807
0.0064,3.12071998942018,-0.004296,0.000242
0.0065,3.11568797977248,-0.002999,-0.001055
0.0066,3.1173687640844,-0.001379,0.001538
0.0067,3.11568797977248,-0.000406,-0.001379
0.0068,3.13245444973945,-0.003972,0.006400
0.0069,3.13413006240734,-0.002999,0.000566
0.007,3.12239560208807,-0.002675,0.000890
0.0071,3.10730991643303,-0.000406,-0.000082
0.0072,3.1123367544367,0.001538,-0.003972
0.0073,3.1123367544367,0.000890,-0.001055
0.0074,3.11904437675229,-0.002675,0.001214
0.0075,3.12239560208807,-0.004296,-0.000082
0.0076,3.11904437675229,-0.002675,0.002187
0.0077,3.1173687640844,-0.001055,0.004455
0.0078,3.12407121475596,-0.000406,0.000566
0.0079,3.13245444973945,-0.003648,0.006724
0.008,3.13580567507523,-0.002999,-0.000730
0.0081,3.11568797977248,-0.001379,0.000890
0.0082,3.10563430376514,-0.000082,0.000242
0.0083,3.11066114176881,0.001863,-0.004296
0.0084,3.11904437675229,-0.000082,0.000890
0.0085,3.12071998942018,-0.002675,-0.000730
0.0086,3.12742244009174,-0.004944,-0.000730
0.0087,3.12239560208807,-0.003323,0.003483
0.0088,3.11568797977248,-0.001379,0.005428
0.0089,3.12574682742385,-0.000082,0.001538
0.009,3.13580567507523,-0.001703,0.004131
0.0091,3.13077366542752,-0.002351,-0.001379
0.0092,3.11401236710459,-0.000730,0.000566
0.0093,3.10227790678532,0.000242,0.002187
0.0094,3.11066114176881,0.001214,-0.003648
0.0095,3.11904437675229,-0.001055,0.002187
0.0096,3.12407121475596,-0.003648,-0.001703
0.0097,3.12574682742385,-0.004620,-0.000082
0.0098,3.11568797977248,-0.002999,0.005428
0.0099,3.1173687640844,-0.000406,0.003807
0.01,3.12574682742385,-0.000730,0.003159
0.0101,3.13580567507523,-0.001379,0.000890
0.0102,3.13245444973945,-0.001703,-0.001703
0.0103,3.10563430376514,-0.000406,0.000242
0.0104,3.10060229411743,0.000890,0.001538
0.0105,3.10898552910092,0.000242,-0.002351
0.0106,3.11568797977248,-0.001703,0.003483
0.0107,3.13580567507523,-0.004296,-0.001379
0.0108,3.12071998942018,-0.004944,0.001214
0.0109,3.1173687640844,-0.002675,0.006076
0.011,3.12239560208807,-0.000406,-0.001055
0.0111,3.12909805275963,-0.000082,0.003483
0.0112,3.12909805275963,-0.002675,-0.001703
0.0113,3.12407121475596,-0.001379,-0.001379
0.0114,3.10227790678532,-0.000406,0.001214
0.0115,3.09557545611376,0.001214,0.000242
0.0116,3.11568797977248,-0.000406,-0.001055
0.0117,3.12574682742385,-0.002351,0.003483
0.0118,3.13580567507523,-0.004944,0.000566
0.0119,3.12071998942018,-0.003648,0.001538
0.012,3.12239560208807,-0.002351,0.006724
0.0121,3.12239560208807,-0.000082,-0.003323
0.0122,3.12742244009174,0.000242,0.002187
0.0123,3.13413006240734,-0.002351,-0.002027
0.0124,3.11568797977248,-0.001703,-0.002027
0.0125,3.10563430376514,-0.000082,0.000890
0.0126,3.09725106878165,0.000890,-0.001055
0.0127,3.12071998942018,0.000242,0.001538
0.0128,3.12742244009174,-0.003323,0.003159
0.0129,3.13413006240734,-0.005268,0.002187
0.013,3.12071998942018,-0.003972,0.003483
0.0131,3.12071998942018,-0.002675,0.004131
0.0132,3.12071998942018,-0.000082,-0.005592
0.0133,3.12742244009174,-0.000406,0.000890
0.0134,3.12909805275963,-0.002675,-0.002351
0.0135,3.10730991643303,-0.001055,-0.001703
0.0136,3.10395869109725,0.000242,0.001214
0.0137,3.10395869109725,0.001214,-0.002351
0.0138,3.11904437675229,-0.000730,0.003159
0.0139,3.13413006240734,-0.004296,0.003159
0.014,3.12742244009174,-0.004944,0.004780
0.0141,3.12407121475596,-0.003323,0.004131
0.0142,3.1173687640844,-0.000082,0.000566
0.0143,3.12071998942018,0.000242,-0.005592
0.0144,3.12407121475596,-0.000082,0.000242
0.0145,3.12574682742385,-0.002351,-0.001055
0.0146,3.10227790678532,-0.001055,-0.000406
0.0147,3.09892668144954,0.000242,0.002187
0.0148,3.10898552910092,0.000566,-0.002351
0.0149,3.12407121475596,-0.002999,0.003807
0.015,3.13413006240734,-0.004620,0.002511
0.0151,3.12407121475596,-0.004620,0.004780
0.0152,3.11401236710459,-0.002027,0.003159
0.0153,3.11904437675229,0.001214,-0.004944
0.0154,3.12239560208807,0.000242,-0.002675
0.0155,3.12574682742385,-0.000730,-0.001703
0.0156,3.12071998942018,-0.002027,0.000890
0.0157,3.09725106878165,-0.001055,0.003483
0.0158,3.10395869109725,0.000242,0.003483
0.0159,3.1173687640844,0.000242,-0.001055
0.016,3.13245444973945,-0.004296,0.003807
0.0161,3.13915690041101,-0.004944,0.001214
0.0162,3.12239560208807,-0.003972,0.004131
0.0163,3.1173687640844,-0.001379,0.002511
0.0164,3.12239560208807,0.000566,-0.006240
0.0165,3.12239560208807,-0.000082,0.000890
0.0166,3.12239560208807,-0.001055,-0.001379
0.0167,3.1123367544367,-0.002027,0.003159
0.0168,3.10563430376514,-0.000730,0.005104
0.0169,3.10730991643303,0.000242,0.002187
0.017,3.13245444973945,-0.000730,0.000242
0.0171,3.13748128774312,-0.004944,0.003807
0.0172,3.14586452272661,-0.004944,0.001214
0.0173,3.12071998942018,-0.003648,0.002835
0.0174,3.12071998942018,-0.000406,0.000890
0.0175,3.1173687640844,0.000566,-0.007537
0.0176,3.12407121475596,-0.000082,0.002835
0.0177,3.12071998942018,-0.001703,-0.000730
0.0178,3.1123367544367,-0.001703,0.003483
0.0179,3.10898552910092,-0.001055,0.006076
0.018,3.1123367544367,-0.000406,-0.000406
0.0181,3.13413006240734,-0.001703,0.001863
0.0182,3.1408325130789,-0.004944,0.002511
0.0183,3.14418373841468,-0.005268,0.000566
0.0184,3.12071998942018,-0.002999,0.000566
0.0185,3.1123367544367,0.000242,-0.001055
0.0186,3.12071998942018,0.000566,-0.005592
0.0187,3.12574682742385,-0.000082,0.003483
0.0188,3.11904437675229,-0.002027,0.000566
0.0189,3.10730991643303,-0.002027,0.003159
0.019,3.11066114176881,-0.001379,0.006076
0.0191,3.12071998942018,-0.000082,-0.002675
0.0192,3.13580567507523,-0.002351,0.003807
0.0193,3.1408325130789,-0.005268,0.002835
0.0194,3.13748128774312,-0.005268,-0.000082
0.0195,3.1173687640844,-0.002027,-0.001379
0.0196,3.1123367544367,0.001538,-0.002351
0.0197,3.12071998942018,0.000890,-0.002999
0.0198,3.12742244009174,-0.001055,0.003483
0.0199,3.11904437675229,-0.002351,0.001538
0.02,3.10395869109725,-0.001703,0.002511
0.0201,3.11401236710459,-0.001379,0.003807
0.0202,3.12239560208807,-0.001055,-0.004620
0.0203,3.13580567507523,-0.002351,0.005104
0.0204,3.1475401353945,-0.004944,0.001538
0.0205,3.12239560208807,-0.003648,-0.001703
0.0206,3.11568797977248,-0.000730,-0.002027
0.0207,3.10898552910092,0.002835,-0.003648
0.0208,3.11904437675229,0.002511,-0.000082
0.0209,3.12239560208807,-0.000730,0.003807
0.021,3.11904437675229,-0.003323,0.002187
0.0211,3.10395869109725,-0.002027,0.001538
0.0212,3.11066114176881,-0.001379,0.001214
0.0213,3.12909805275963,-0.001703,-0.002999
0.0214,3.13915690041101,-0.002675,0.005104
0.0215,3.13915690041101,-0.004620,0.000566
0.0216,3.12071998942018,-0.001703,-0.002027
0.0217,3.11066114176881,-0.000406,-0.001379
0.0218,3.1123367544367,0.003483,-0.003323
0.0219,3.11904437675229,0.001214,0.004455
0.022,3.11904437675229,-0.001703,0.004455
0.0221,3.11568797977248,-0.003648,0.002187
0.0222,3.1173687640844,-0.002027,0.000566
0.0223,3.11904437675229,-0.002351,-0.002027
0.0224,3.13245444973945,-0.002351,-0.001055
0.0225,3.13915690041101,-0.003648,0.003483
0.0226,3.13580567507523,-0.004296,0.000242
0.0227,3.11904437675229,-0.001055,-0.000730
0.0228,3.11066114176881,0.001214,0.001214
0.0229,3.11066114176881,0.002835,-0.001703
0.023,3.1173687640844,-0.001379,0.007373
0.0231,3.12574682742385,-0.002675,0.003483
0.0232,3.12071998942018,-0.003648,0.001538
0.0233,3.12071998942018,-0.002351,0.000890
0.0234,3.1173687640844,-0.001703,-0.003648
0.0235,3.1408325130789,-0.002351,0.000890
0.0236,3.1408325130789,-0.003323,0.000242
0.0237,3.13245444973945,-0.002675,-0.000082
0.0238,3.1123367544367,-0.000730,-0.000082
0.0239,3.10730991643303,0.001538,0.003483
0.024,3.11066114176881,0.002187,0.000566
0.0241,3.12407121475596,-0.001703,0.006076
