Timestamp,Force (g),Position (mm),Stimulus
0.000000,0.992074,0.001831,0.004272
0.000100,1.025912,-0.002136,0.001221
0.000200,1.027450,-0.005188,-0.001221
0.000300,1.010531,-0.005493,0.000000
0.000400,1.007455,-0.001068,-0.000610
0.000500,1.013608,0.001831,0.003052
0.000600,1.024374,0.002289,0.000305
0.000700,1.047446,0.000458,0.000610
0.000800,1.032065,0.000000,-0.001831
0.000900,1.005917,0.000000,0.001221
0.001000,0.965926,0.001678,-0.003357
0.001100,0.952083,0.003662,-0.002136
0.001200,0.972079,0.003357,0.000000
0.001300,1.016684,-0.000610,0.004272
0.001400,1.039755,-0.004425,0.000000
0.001500,1.038217,-0.004883,0.001221
0.001600,1.016684,-0.003204,0.001831
0.001700,0.998226,0.001526,0.003662
0.001800,1.015146,0.002441,0.003967
0.001900,1.042831,0.002899,0.001831
0.002000,1.035141,0.000763,0.000305
0.002100,1.013608,0.000000,0.001526
0.002200,0.981307,0.001068,0.003967
0.002300,0.964388,0.003052,0.000610
0.002400,0.964388,0.003357,0.003967
0.002500,1.002841,-0.000305,0.002747
0.002600,1.041293,-0.002899,0.002747
0.002700,1.039755,-0.005646,-0.002747
0.002800,1.025912,-0.004730,0.000000
0.002900,1.012069,0.000000,-0.002747
0.003000,1.010531,0.003815,0.001526
0.003100,1.018222,0.003662,-0.000916
0.003200,1.030527,0.001526,0.000000
0.003300,1.021298,0.000305,-0.003052
0.003400,0.979769,0.000000,0.002441
0.003500,0.961312,0.001984,0.002441
0.003600,0.958236,0.001678,0.000000
0.003700,0.995150,0.001526,0.000916
0.003800,1.032065,-0.002136,-0.001221
0.003900,1.053598,-0.004730,0.000916
0.004000,1.045908,-0.004272,0.000916
0.004100,1.021298,-0.001221,0.002441
0.004200,0.996688,0.003357,0.002136
0.004300,0.999765,0.003967,0.007629
0.004400,1.015146,0.004120,0.002136
0.004500,1.021298,0.001221,0.002441
0.004600,0.998226,-0.000153,0.000000
0.004700,0.976693,-0.000458,0.003967
0.004800,0.967465,0.000763,-0.000305
0.004900,0.981307,0.001831,0.000916
0.005000,1.021298,-0.001526,0.001831
0.005100,1.059750,-0.003052,0.001831
0.005200,1.056674,-0.004883,0.001831
0.005300,1.027450,-0.002899,0.000305
0.005400,0.998226,0.001526,0.000305
0.005500,0.987460,0.005798,0.001221
0.005600,1.005917,0.004425,0.000000
0.005700,1.016684,0.001831,-0.004578
0.005800,1.015146,-0.000458,-0.003357
0.005900,0.982845,-0.001526,0.000916
0.006000,0.965926,0.000305,0.004883
0.006100,0.969003,0.000610,-0.000305
0.006200,1.007455,0.001221,0.003357
0.006300,1.047446,-0.002441,-0.000610
0.006400,1.059750,-0.004272,0.002441
0.006500,1.048984,-0.003204,0.001221
0.006600,1.016684,0.000610,0.000916
0.006700,0.993612,0.004883,0.001831
0.006800,0.982845,0.004883,0.005798
0.006900,1.016684,0.003967,0.002136
0.007000,1.010531,0.000305,0.001221
0.007100,1.001303,-0.001526,0.004578
0.007200,0.976693,-0.001984,0.004578
0.007300,0.985922,0.000153,0.001831
0.007400,0.999765,0.000916,-0.002747
0.007500,1.038217,-0.001373,0.000916
0.007600,1.072055,-0.002899,-0.000916
0.007700,1.052060,-0.003662,0.000000
0.007800,1.021298,-0.001221,-0.000916
0.007900,0.979769,0.003052,0.000916
0.008000,0.969003,0.006714,0.001526
0.008100,0.998226,0.004883,0.002441
0.008200,1.010531,0.000916,-0.003357
0.008300,1.008993,-0.002594,-0.002441
0.008400,0.995150,-0.003815,0.000305
0.008500,0.979769,-0.000610,0.000305
0.008600,0.984384,0.000000,-0.000610
0.008700,1.030527,0.001068,0.000610
0.008800,1.053598,-0.001526,0.003357
0.008900,1.067441,-0.002136,0.002747
0.009000,1.027450,-0.001526,0.005493
0.009100,0.992074,0.002136,0.001831
0.009200,0.969003,0.005798,0.003052
0.009300,0.975155,0.004425,0.001526
0.009400,1.010531,0.001984,0.001526
0.009500,1.018222,-0.001984,-0.000305
0.009600,1.008993,-0.003052,0.004272
0.009700,0.985922,-0.002899,0.002747
0.009800,0.999765,0.000610,0.002747
0.009900,1.019760,0.000763,-0.000610
0.010000,1.048984,-0.000610,0.000305
0.010100,1.065903,-0.002136,0.000610
0.010200,1.041293,-0.001831,0.000916
0.010300,0.999765,0.000916,-0.001221
0.010400,0.959774,0.004272,-0.003357
0.010500,0.970541,0.006409,0.000916
0.010600,0.993612,0.003204,0.001221
0.010700,1.021298,-0.001068,0.001831
0.010800,1.013608,-0.004578,-0.000610
0.010900,1.002841,-0.003357,0.003357
0.011000,0.992074,0.000000,-0.000305
0.011100,1.001303,0.000458,0.002441
0.011200,1.050522,0.000916,-0.000610
0.011300,1.061289,-0.000610,0.001831
0.011400,1.044369,-0.001068,0.002441
0.011500,1.004379,0.000000,0.007324
0.011600,0.969003,0.003815,0.000305
0.011700,0.964388,0.006256,0.001221
0.011800,0.981307,0.002899,0.003967
0.011900,1.016684,-0.000763,0.003052
0.012000,1.022836,-0.004578,0.000000
0.012100,1.012069,-0.004425,-0.002136
0.012200,0.992074,-0.001984,0.000000
0.012300,1.019760,0.001221,0.000000
0.012400,1.028988,0.001373,0.001221
0.012500,1.053598,0.000000,0.000000
0.012600,1.048984,-0.001221,0.000916
0.012700,1.021298,-0.000458,0.001221
0.012800,0.984384,0.001831,0.000000
0.012900,0.947469,0.004120,-0.005493
0.013000,0.970541,0.005188,0.001221
0.013100,0.998226,0.001068,-0.000305
0.013200,1.032065,-0.002747,0.001831
0.013300,1.021298,-0.005493,-0.001526
0.013400,1.016684,-0.003815,0.003357
0.013500,1.002841,0.000000,0.002441
0.013600,1.004379,0.001221,0.003052
0.013700,1.042831,0.001831,0.001526
0.013800,1.050522,0.000916,0.001831
0.013900,1.038217,0.000153,0.002136
0.014000,0.996688,0.000305,0.003052
0.014100,0.970541,0.003052,0.000610
0.014200,0.958236,0.005493,0.001831
0.014300,0.982845,0.002289,0.007324
0.014400,1.025912,-0.001984,0.003662
0.014500,1.036679,-0.004730,0.001526
0.014600,1.028988,-0.004883,-0.001831
0.014700,1.007455,-0.001831,0.001221
0.014800,1.018222,0.001984,-0.000916
0.014900,1.027450,0.003357,0.000000
0.015000,1.039755,0.001526,-0.001831
0.015100,1.032065,0.000000,0.000000
0.015200,0.999765,0.000000,0.000305
0.015300,0.969003,0.001831,0.000916
0.015400,0.953622,0.003052,-0.000916
0.015500,0.967465,0.003052,0.002441
0.015600,1.013608,-0.000458,0.001526
0.015700,1.050522,-0.003967,-0.003662
0.015800,1.036679,-0.005493,-0.000916
0.015900,1.024374,-0.003052,0.000000
0.016000,1.012069,0.001678,0.004272
0.016100,1.004379,0.003510,0.003357
0.016200,1.030527,0.003204,0.004272
0.016300,1.028988,0.001526,0.002136
0.016400,1.021298,0.000610,0.003662
0.016500,0.976693,0.000458,0.001221
0.016600,0.969003,0.002136,0.000610
0.016700,0.964388,0.002899,0.000610
0.016800,0.996688,0.000610,0.005188
0.016900,1.044369,-0.003204,0.002441
0.017000,1.052060,-0.004883,0.000305
0.017100,1.038217,-0.004425,0.001831
0.017200,1.007455,-0.000610,0.001221
0.017300,1.002841,0.003662,0.001831
0.017400,1.016684,0.004883,0.000610
0.017500,1.027450,0.002747,-0.000916
0.017600,1.015146,0.000000,-0.004272
0.017700,0.998226,-0.000916,0.000305
0.017800,0.967465,0.000458,-0.000610
0.017900,0.955160,0.001831,0.001221
0.018000,0.978231,0.000916,0.002136
0.018100,1.032065,-0.001068,0.003357
0.018200,1.059750,-0.004120,-0.001526
0.018300,1.036679,-0.004425,0.000610
0.018400,1.027450,-0.001678,0.000305
0.018500,1.002841,0.003510,0.003052
0.018600,0.993612,0.004730,0.002136
0.018700,1.013608,0.003967,0.001526
0.018800,1.016684,0.001373,0.001831
0.018900,1.007455,0.000305,0.003662
0.019000,0.979769,-0.000458,0.006714
0.019100,0.962850,0.000305,0.001526
0.019200,0.987460,0.001678,0.002136
0.019300,1.018222,-0.000458,0.000000
0.019400,1.058212,-0.003357,0.002136
0.019500,1.056674,-0.004578,-0.002136
0.019600,1.036679,-0.002747,0.000000
0.019700,0.993612,0.001678,-0.000610
0.019800,0.988998,0.005341,0.003967
0.019900,0.992074,0.005035,0.000000
0.020000,1.021298,0.002594,-0.000610
0.020100,1.002841,-0.000610,-0.004578
0.020200,0.985922,-0.002289,0.001831
0.020300,0.975155,-0.000305,0.000000
0.020400,0.972079,0.000610,-0.001831
0.020500,1.007455,0.000000,0.000916
0.020600,1.053598,-0.001678,0.000305
