Timestamp,Force (g),Position (mm),Stimulus
0,2.076867,3.670653,0.001720091
0.0001,2.093646,3.668384,0.001220727
0.0002,2.097002,3.668546,0.001303727
0.0003,2.102036,3.668222,0.001969818
0.0004,2.120493,3.665629,0.000887818
0.0005,2.113782,3.666278,0.001609091
0.0006,2.088613,3.667898,8.31818E-05
0.0007,2.093646,3.667574,0
0.0008,2.097002,3.668546,-2.77273E-05
0.0009,2.091968,3.669033,0.000998818
0.001,2.108748,3.66725,0.000693636
0.0011,2.123849,3.665629,0.001359455
0.0012,2.105392,3.66725,0.001442636
0.0013,2.103714,3.666926,0.000554909
0.0014,2.102036,3.667412,0.000638091
0.0015,2.088613,3.669681,0.001914364
0.0016,2.091968,3.668384,0.001803182
0.0017,2.120493,3.666602,0.002275
0.0018,2.122171,3.666926,0.001054273
0.0019,2.102036,3.667088,0.000222
0.002,2.110426,3.666116,0.001387091
0.0021,2.093646,3.668222,0.000943273
0.0022,2.080223,3.669519,0.001498091
0.0023,2.09868,3.667898,0.000582545
0.0024,2.120493,3.667898,0.001775455
0.0025,2.102036,3.667088,0.002025273
0.0026,2.117137,3.664981,0.001803273
0.0027,2.112104,3.66725,0.000499364
0.0028,2.083579,3.669033,-0.000249636
0.0029,2.088613,3.668384,-0.000249818
0.003,2.102036,3.667898,0.002219455
0.0031,2.110426,3.668546,0.001303909
0.0032,2.118815,3.665953,0.000804636
0.0033,2.118815,3.665953,0.000388364
0.0034,2.09868,3.667736,0.000638
0.0035,2.095324,3.668384,0.002275
0.0036,2.091968,3.668384,0.001969818
0.0037,2.091968,3.669195,0.001858727
0.0038,2.108748,3.667898,0.001525909
0.0039,2.128883,3.665791,0.000277545
0.004,2.105392,3.666764,0.001276182
0.0041,2.100358,3.667088,0.001914364
0.0042,2.108748,3.667898,0.000832273
0.0043,2.083579,3.669681,0.001442727
0.0044,2.083579,3.669033,-2.76364E-05
0.0045,2.120493,3.666602,0.001359273
0.0046,2.122171,3.666764,0.001498182
0.0047,2.100358,3.666926,0.001859
0.0048,2.108748,3.666116,0.001193
0.0049,2.102036,3.668222,0.001082
0.005,2.081901,3.669843,0.000582636
0.0051,2.093646,3.66806,0.002080727
0.0052,2.120493,3.667574,0.000998818
0.0053,2.103714,3.667412,0.000721364
0.0054,2.115459,3.66644,0.000887727
0.0055,2.113782,3.666278,0.000915455
0.0056,2.097002,3.669681,0.002080636
0.0057,2.083579,3.669195,0.001387091
0.0058,2.09868,3.667736,0.000610273
0.0059,2.105392,3.668709,0.001331636
0.006,2.108748,3.666926,0.002469182
0.0061,2.118815,3.665305,0.000749091
0.0062,2.112104,3.66725,0.002385818
0.0063,2.093646,3.669357,0.000471727
0.0064,2.091968,3.667898,0.000527
0.0065,2.095324,3.669195,0.002053
0.0066,2.086935,3.669033,0.000832455
0.0067,2.118815,3.666116,0.000499455
0.0068,2.113782,3.66644,0.001414909
0.0069,2.102036,3.66725,0.000610273
0.007,2.105392,3.668384,0.00086
0.0071,2.090291,3.669357,0.001553727
0.0072,2.080223,3.669195,0.000998818
0.0073,2.105392,3.666602,0.001276182
0.0074,2.117137,3.66725,0.001442636
0.0075,2.103714,3.666764,0.000971091
0.0076,2.10707,3.666116,0.001442545
0.0077,2.108748,3.668709,0.000860182
0.0078,2.080223,3.670005,0.000305182
0.0079,2.093646,3.668222,0.001415
0.008,2.102036,3.667736,0.001470455
0.0081,2.103714,3.667736,0.002607909
0.0082,2.110426,3.66644,0.000860091
0.0083,2.120493,3.665953,0.000388455
0.0084,2.091968,3.669033,0.000832273
0.0085,2.085257,3.669033,0.001248455
0.0086,2.100358,3.667898,0.002219636
0.0087,2.081901,3.668871,0.001442545
0.0088,2.108748,3.667412,0.001442545
0.0089,2.120493,3.665467,0.000638091
0.009,2.115459,3.666926,0.002219364
0.0091,2.095324,3.667736,0.000887909
0.0092,2.095324,3.667898,0.001193091
0.0093,2.091968,3.669195,-0.000360636
0.0094,2.080223,3.669033,0.000360545
0.0095,2.118815,3.66644,0.000915545
0.0096,2.118815,3.666116,0.002025091
0.0097,2.100358,3.66725,0.001387273
0.0098,2.105392,3.667898,0.000860182
0.0099,2.090291,3.669033,0.000582636
0.01,2.085257,3.669195,0.000693545
0.0101,2.093646,3.667412,0.001081909
0.0102,2.122171,3.66725,0.001720273
0.0103,2.105392,3.666764,0.000943273
0.0104,2.10707,3.666278,0.001664636
0.0105,2.110426,3.666764,0.001082
0.0106,2.085257,3.669519,0.001026545
0.0107,2.088613,3.668709,0.001609091
0.0108,2.093646,3.667736,0.000721273
0.0109,2.108748,3.668222,0.001109727
0.011,2.10707,3.665953,0.001470455
0.0111,2.115459,3.665467,0.00172
0.0112,2.10707,3.667412,0.000693545
0.0113,2.083579,3.669195,0.001498182
0.0114,2.097002,3.667736,0.00086
0.0115,2.091968,3.668871,0.001192909
0.0116,2.09868,3.668222,0.001193091
0.0117,2.118815,3.665305,0.001220727
0.0118,2.113782,3.666602,0.001969727
0.0119,2.095324,3.667412,0.001109727
0.012,2.090291,3.667412,0.000971091
0.0121,2.100358,3.669033,2.78182E-05
0.0122,2.080223,3.669195,0.000388545
0.0123,2.108748,3.667088,0.000471636
0.0124,2.118815,3.665791,0.002053091
0.0125,2.105392,3.66725,0.001276182
0.0126,2.10707,3.666116,0.001664636
0.0127,2.095324,3.668222,0.001165273
0.0128,2.081901,3.669681,0.001081818
0.0129,2.090291,3.668871,0.000693545
0.013,2.113782,3.667088,0.001359364
0.0131,2.10707,3.666926,0.001276182
0.0132,2.103714,3.666602,0.000166455
0.0133,2.115459,3.665305,0.000138636
0.0134,2.086935,3.669033,0.000138636
0.0135,2.088613,3.669033,0.001775636
0.0136,2.097002,3.667574,0.000582545
0.0137,2.10707,3.668222,0.001581455
0.0138,2.102036,3.66644,0.000776818
0.0139,2.117137,3.665305,0.001442727
0.014,2.108748,3.666926,0.001942091
0.0141,2.086935,3.669357,0.001775455
0.0142,2.095324,3.667898,0.001082
0.0143,2.091968,3.668384,0.001858636
0.0144,2.097002,3.668709,0.000305273
0.0145,2.117137,3.665467,0.002025273
0.0146,2.115459,3.66644,0.000388273
0.0147,2.093646,3.66725,0.001109727
0.0148,2.095324,3.668222,0.000665909
0.0149,2.100358,3.668384,0.001609091
0.015,2.081901,3.669357,0.001914364
0.0151,2.100358,3.667736,0.001942
0.0152,2.118815,3.665305,0.001831182
0.0153,2.105392,3.667088,0.001220727
0.0154,2.10707,3.66644,0.001026636
0.0155,2.09868,3.667412,0.001054182
0.0156,2.09868,3.669357,0.000749
0.0157,2.081901,3.668384,-0.000443818
0.0158,2.110426,3.667088,2.75455E-05
0.0159,2.115459,3.666926,0.001192909
0.016,2.102036,3.667088,0.001248364
0.0161,2.10707,3.665143,0.002330364
0.0162,2.100358,3.668384,0.001581364
0.0163,2.085257,3.669357,0.001498091
0.0164,2.090291,3.667898,0.001526
0.0165,2.105392,3.668384,0.001220636
0.0166,2.102036,3.66725,0.000943273
0.0167,2.113782,3.665629,0.000887909
0.0168,2.112104,3.665953,0.001331727
0.0169,2.090291,3.668709,0.001858909
0.017,2.088613,3.668384,0.000998909
0.0171,2.090291,3.667736,0.000776818
0.0172,2.097002,3.669033,0.001387182
0.0173,2.103714,3.666278,0.001553818
0.0174,2.118815,3.665953,0.001747909
0.0175,2.10707,3.666764,0.002108455
0.0176,2.095324,3.667898,0.001553818
0.0177,2.097002,3.667574,0.000665909
0.0178,2.086935,3.668871,0.000915636
0.0179,2.093646,3.668709,0.000249818
0.018,2.117137,3.665467,0.001470455
0.0181,2.108748,3.667088,0.001054273
0.0182,2.102036,3.666764,0.000887909
0.0183,2.108748,3.667088,0.001414909
0.0184,2.090291,3.668871,0.000915727
0.0185,2.073511,3.668871,0.001664636
0.0186,2.10707,3.667088,0.000693545
0.0187,2.112104,3.667088,0.001054182
0.0188,2.100358,3.667412,0.001165273
0.0189,2.110426,3.665467,0.001498091
0.019,2.103714,3.66725,0.002219455
0.0191,2.081901,3.669357,0.001470455
0.0192,2.091968,3.667736,0
0.0193,2.100358,3.667898,0.001387273
0.0194,2.093646,3.667574,0.001636909
0.0195,2.110426,3.666602,0.000860091
0.0196,2.118815,3.665467,0.001387182
0.0197,2.097002,3.668222,0.001415091
0.0198,2.093646,3.668384,0.001442727
0.0199,2.095324,3.667574,0.001553727
0.02,2.090291,3.669033,-2.78182E-05
0.0201,2.103714,3.666926,0.000332818
0.0202,2.117137,3.666116,0.000554818
0.0203,2.115459,3.666602,0.001470455
0.0204,2.097002,3.667088,0.001442636
0.0205,2.103714,3.66725,0.00086
0.0206,2.085257,3.668709,0.000665909
0.0207,2.090291,3.668709,0.001414909
0.0208,2.110426,3.666116,0.001415
0.0209,2.110426,3.66725,0.001775455
0.021,2.103714,3.66644,0.001525818
0.0211,2.10707,3.666278,0.001720182
0.0212,2.097002,3.668384,0.002136364
0.0213,2.075189,3.668871,0.000582727
0.0214,2.097002,3.666926,0.001636727
0.0215,2.113782,3.667574,0.002469273
0.0216,2.100358,3.667574,0.000804545
0.0217,2.113782,3.665305,0.000582455
0.0218,2.110426,3.666764,0.001081909
0.0219,2.091968,3.668871,0.000277364
0.022,2.090291,3.667736,0.001803455
0.0221,2.097002,3.667898,0.001220727
0.0222,2.093646,3.66806,0.000332727
