Timestamp,Force (g),Position (mm),Stimulus
0,2.190967,3.676974,0.001720091
0.0001,2.199357,3.677298,0.001220727
0.0002,2.219492,3.674867,0.001303727
0.0003,2.219492,3.672598,0.001969818
0.0004,2.202713,3.673246,0.000887818
0.0005,2.196001,3.674867,0.001609091
0.0006,2.219492,3.674057,8.31818E-05
0.0007,2.246339,3.670977,0
0.0008,2.227882,3.670977,-2.77273E-05
0.0009,2.22956,3.67276,0.000998818
0.001,2.226204,3.67357,0.000693636
0.0011,2.258085,3.671788,0.001359455
0.0012,2.249695,3.671464,0.001442636
0.0013,2.226204,3.672436,0.000554909
0.0014,2.214458,3.675191,0.000638091
0.0015,2.22956,3.675029,0.001914364
0.0016,2.236271,3.674057,0.001803182
0.0017,2.216136,3.673409,0.002275
0.0018,2.194323,3.675515,0.001054273
0.0019,2.202713,3.677136,0.000222
0.002,2.216136,3.674867,0.001387091
0.0021,2.224526,3.672598,0.000943273
0.0022,2.199357,3.673084,0.001498091
0.0023,2.196001,3.674381,0.000582545
0.0024,2.216136,3.674219,0.001775455
0.0025,2.236271,3.671464,0.002025273
0.0026,2.22956,3.670977,0.001803273
0.0027,2.219492,3.671626,0.000499364
0.0028,2.22956,3.67357,-0.000249636
0.0029,2.241305,3.672922,-0.000249818
0.003,2.254729,3.670815,0.002219455
0.0031,2.232915,3.671464,0.001303909
0.0032,2.217814,3.674543,0.000804636
0.0033,2.22956,3.675677,0.000388364
0.0034,2.242983,3.673733,0.000638
0.0035,2.219492,3.67357,0.002275
0.0036,2.201035,3.675353,0.001969818
0.0037,2.197679,3.676812,0.001858727
0.0038,2.217814,3.675029,0.001525909
0.0039,2.236271,3.674057,0.000277545
0.004,2.207746,3.672922,0.001276182
0.0041,2.185933,3.675029,0.001914364
0.0042,2.207746,3.676326,0.000832273
0.0043,2.226204,3.67276,0.001442727
0.0044,2.22956,3.670329,-2.76364E-05
0.0045,2.216136,3.671788,0.001359273
0.0046,2.234593,3.673246,0.001498182
0.0047,2.241305,3.672922,0.001859
0.0048,2.254729,3.670653,0.001193
0.0049,2.237949,3.671626,0.001082
0.005,2.22117,3.67357,0.000582636
0.0051,2.222848,3.674705,0.002080727
0.0052,2.237949,3.674381,0.000998818
0.0053,2.237949,3.673409,0.000721364
0.0054,2.202713,3.674543,0.000887727
0.0055,2.201035,3.676326,0.000915455
0.0056,2.209424,3.676974,0.002080636
0.0057,2.227882,3.67357,0.001387091
0.0058,2.206069,3.672922,0.000610273
0.0059,2.197679,3.674057,0.001331636
0.006,2.202713,3.675515,0.002469182
0.0061,2.222848,3.672922,0.000749091
0.0062,2.253051,3.671302,0.002385818
0.0063,2.22117,3.671626,0.000471727
0.0064,2.21278,3.673084,0.000527
0.0065,2.236271,3.675029,0.002053
0.0066,2.248017,3.67195,0.000832455
0.0067,2.241305,3.670329,0.000499455
0.0068,2.222848,3.672274,0.001414909
0.0069,2.217814,3.674705,0.000610273
0.007,2.234593,3.675029,0.00086
0.0071,2.237949,3.673084,0.001553727
0.0072,2.214458,3.673733,0.000998818
0.0073,2.194323,3.676002,0.001276182
0.0074,2.207746,3.676488,0.001442636
0.0075,2.219492,3.674543,0.000971091
0.0076,2.214458,3.673409,0.001442545
0.0077,2.190967,3.673895,0.000860182
0.0078,2.196001,3.675515,0.000305182
0.0079,2.219492,3.674057,0.001415
0.008,2.222848,3.671464,0.001470455
0.0081,2.214458,3.671302,0.002607909
0.0082,2.21278,3.673409,0.000860091
0.0083,2.234593,3.674057,0.000388455
0.0084,2.256407,3.670815,0.000832273
0.0085,2.237949,3.670653,0.001248455
0.0086,2.226204,3.672598,0.002219636
0.0087,2.216136,3.675191,0.001442545
0.0088,2.234593,3.672922,0.001442545
0.0089,2.248017,3.673084,0.000638091
0.009,2.216136,3.67357,0.002219364
0.0091,2.197679,3.676163,0.000887909
0.0092,2.197679,3.678108,0.001193091
0.0093,2.21278,3.675353,-0.000360636
0.0094,2.216136,3.672598,0.000360545
0.0095,2.197679,3.673895,0.000915545
0.0096,2.187611,3.675353,0.002025091
0.0097,2.209424,3.674543,0.001387273
0.0098,2.232915,3.671626,0.000860182
0.0099,2.226204,3.671139,0.000582636
0.01,2.209424,3.672598,0.000693545
0.0101,2.224526,3.673246,0.001081909
0.0102,2.249695,3.67195,0.001720273
0.0103,2.249695,3.670653,0.000943273
0.0104,2.226204,3.671464,0.001664636
0.0105,2.22956,3.674057,0.001082
0.0106,2.227882,3.674867,0.001026545
0.0107,2.246339,3.672922,0.001609091
0.0108,2.219492,3.673895,0.000721273
0.0109,2.206069,3.675029,0.001109727
0.011,2.204391,3.67746,0.001470455
0.0111,2.22117,3.674705,0.00172
0.0112,2.232915,3.67357,0.000693545
0.0113,2.202713,3.673895,0.001498182
0.0114,2.190967,3.676002,0.00086
0.0115,2.209424,3.675839,0.001192909
0.0116,2.226204,3.67276,0.001193091
0.0117,2.22117,3.671139,0.001220727
0.0118,2.209424,3.672274,0.001969727
0.0119,2.219492,3.67357,0.001109727
0.012,2.248017,3.67276,0.000971091
0.0121,2.249695,3.669843,2.78182E-05
0.0122,2.234593,3.670815,0.000388545
0.0123,2.22117,3.67357,0.000471636
0.0124,2.231238,3.674381,0.002053091
0.0125,2.246339,3.67195,0.001276182
0.0126,2.22956,3.67276,0.001664636
0.0127,2.211102,3.674381,0.001165273
0.0128,2.204391,3.677136,0.001081818
0.0129,2.22117,3.675677,0.000693545
0.013,2.224526,3.674219,0.001359364
0.0131,2.202713,3.67357,0.001276182
0.0132,2.196001,3.675191,0.000166455
0.0133,2.202713,3.675839,0.000138636
0.0134,2.226204,3.672598,0.000138636
0.0135,2.219492,3.67195,0.001775636
0.0136,2.214458,3.672598,0.000582545
0.0137,2.209424,3.674543,0.001581455
0.0138,2.237949,3.67195,0.000776818
0.0139,2.253051,3.670977,0.001442727
0.014,2.242983,3.670491,0.001942091
0.0141,2.214458,3.672598,0.001775455
0.0142,2.22956,3.674381,0.001082
0.0143,2.244661,3.673733,0.001858636
0.0144,2.242983,3.67195,0.000305273
0.0145,2.216136,3.674057,0.002025273
0.0146,2.204391,3.675839,0.000388273
0.0147,2.211102,3.67665,0.001109727
0.0148,2.227882,3.673733,0.000665909
0.0149,2.21278,3.673733,0.001609091
0.015,2.189289,3.674867,0.001914364
0.0151,2.197679,3.675353,0.001942
0.0152,2.224526,3.674057,0.001831182
0.0153,2.239627,3.671626,0.001220727
0.0154,2.202713,3.671626,0.001026636
0.0155,2.214458,3.672922,0.001054182
0.0156,2.231238,3.67357,0.000749
0.0157,2.263119,3.671464,-0.000443818
0.0158,2.237949,3.670653,2.75455E-05
0.0159,2.231238,3.672274,0.001192909
0.016,2.222848,3.675191,0.001248364
0.0161,2.237949,3.67357,0.002330364
0.0162,2.251373,3.672598,0.001581364
0.0163,2.224526,3.673084,0.001498091
0.0164,2.197679,3.676002,0.001526
0.0165,2.206069,3.677784,0.001220636
0.0166,2.22117,3.675191,0.000943273
0.0167,2.219492,3.67357,0.000887909
0.0168,2.197679,3.673733,0.001331727
0.0169,2.197679,3.675353,0.001858909
0.017,2.209424,3.675191,0.000998909
0.0171,2.227882,3.672112,0.000776818
0.0172,2.224526,3.671626,0.001387182
0.0173,2.207746,3.672436,0.001553818
0.0174,2.22117,3.674057,0.001747909
0.0175,2.246339,3.67195,0.002108455
0.0176,2.253051,3.670653,0.001553818
0.0177,2.222848,3.671464,0.000665909
0.0178,2.226204,3.67357,0.000915636
0.0179,2.241305,3.674057,0.000249818
0.018,2.249695,3.672598,0.001470455
0.0181,2.226204,3.67276,0.001054273
0.0182,2.209424,3.675353,0.000887909
0.0183,2.204391,3.677136,0.001414909
0.0184,2.226204,3.675353,0.000915727
0.0185,2.239627,3.673733,0.001664636
0.0186,2.206069,3.673895,0.000693545
0.0187,2.182577,3.676488,0.001054182
0.0188,2.204391,3.676812,0.001165273
0.0189,2.226204,3.67357,0.001498091
0.019,2.22117,3.671302,0.002219455
0.0191,2.194323,3.672598,0.001470455
0.0192,2.21278,3.673246,0
0.0193,2.232915,3.673246,0.001387273
0.0194,2.258085,3.670653,0.001636909
0.0195,2.236271,3.670653,0.000860091
0.0196,2.227882,3.672274,0.001387182
0.0197,2.226204,3.674381,0.001415091
0.0198,2.241305,3.673246,0.001442727
0.0199,2.246339,3.671626,0.001553727
0.02,2.209424,3.67357,-2.78182E-05
0.0201,2.206069,3.676163,0.000332818
0.0202,2.214458,3.67665,0.000554818
0.0203,2.232915,3.674381,0.001470455
0.0204,2.204391,3.674219,0.001442636
0.0205,2.196001,3.674543,0.00086
0.0206,2.197679,3.676488,0.000665909
0.0207,2.217814,3.673895,0.001414909
0.0208,2.241305,3.67195,0.001415
0.0209,2.21278,3.671626,0.001775455
0.021,2.202713,3.67357,0.001525818
