Timestamp,Force (g),Position (mm),Stimulus
0.000000,0.597782,0.003662,0.004578
0.000100,0.597782,-0.001373,0.002441
0.000200,0.563364,-0.000916,0.000610
0.000300,0.614085,0.000458,0.002747
0.000400,0.601405,-0.002594,-0.000610
0.000500,0.590536,0.000458,0.001831
0.000600,0.644880,0.000763,0.003052
0.000700,0.608651,-0.001221,-0.001526
0.000800,0.594159,0.003967,0.002136
0.000900,0.617708,0.000305,0.000916
0.001000,0.568799,0.000000,-0.005493
0.001100,0.590536,0.002289,0.002747
0.001200,0.603216,-0.002289,0.001831
0.001300,0.576044,-0.001373,0.001221
0.001400,0.632200,0.001373,0.003967
0.001500,0.623142,-0.001373,-0.000610
0.001600,0.610462,0.001984,0.002136
0.001700,0.635823,0.001984,0.003662
0.001800,0.594159,0.000000,0.000000
0.001900,0.583290,0.002136,0.000000
0.002000,0.606839,-0.000610,-0.000305
0.002100,0.574233,-0.001678,-0.004272
0.002200,0.597782,0.001068,0.003662
0.002300,0.628577,-0.001831,0.000916
0.002400,0.603216,-0.000610,0.001221
0.002500,0.635823,0.003510,0.001831
0.002600,0.614085,0.000458,-0.000916
0.002700,0.586913,0.002289,0.003967
0.002800,0.617708,0.000610,0.003662
0.002900,0.583290,-0.002747,0.000610
0.003000,0.576044,0.000763,0.004578
0.003100,0.621331,-0.001526,0.000305
0.003200,0.590536,-0.001831,-0.002441
0.003300,0.623142,0.002899,0.001831
0.003400,0.644880,-0.000153,-0.001526
0.003500,0.597782,0.000763,0.002747
0.003600,0.608651,0.003662,0.001221
0.003700,0.606839,-0.000458,-0.001831
0.003800,0.574233,0.000000,0.003052
0.003900,0.612274,-0.000153,0.000305
0.004000,0.592348,-0.002899,0.001221
0.004100,0.599593,0.000610,0.007019
0.004200,0.637634,0.000305,0.000000
0.004300,0.617708,0.000000,-0.000305
0.004400,0.608651,0.003967,0.002136
0.004500,0.634011,0.001068,0.000000
0.004600,0.576044,-0.000458,0.003662
0.004700,0.594159,0.002136,-0.000610
0.004800,0.606839,-0.002136,-0.000305
0.004900,0.585102,-0.001068,0.002136
0.005000,0.626765,0.000153,0.000916
0.005100,0.626765,-0.002136,0.002136
0.005200,0.605028,0.002441,0.005188
0.005300,0.641257,0.001984,0.000916
0.005400,0.588725,0.000000,0.001526
0.005500,0.595970,0.003052,0.001831
0.005600,0.621331,-0.001221,0.000610
0.005700,0.570610,-0.001678,0.003967
0.005800,0.601405,0.001678,0.000610
0.005900,0.626765,-0.002289,0.000305
0.006000,0.606839,-0.000153,0.002441
0.006100,0.641257,0.001831,-0.004272
0.006200,0.621331,0.000000,0.002441
0.006300,0.577856,0.002899,0.004883
0.006400,0.615896,0.001526,-0.000916
0.006500,0.577856,-0.001678,0.001831
0.006600,0.586913,0.001221,0.000305
0.006700,0.628577,-0.001373,0.001221
0.006800,0.599593,-0.001678,0.004578
0.006900,0.608651,0.002441,0.000305
0.007000,0.655749,0.000000,0.002441
0.007100,0.605028,0.000458,0.001221
0.007200,0.619519,0.003204,-0.001831
0.007300,0.608651,-0.000916,0.002441
0.007400,0.570610,0.000916,0.001221
0.007500,0.605028,0.000610,0.000000
0.007600,0.594159,-0.003052,0.003357
0.007700,0.592348,0.001373,0.000610
0.007800,0.659372,-0.000153,0.002441
0.007900,0.606839,0.000000,0.003052
0.008000,0.614085,0.004272,0.000000
0.008100,0.630388,0.000458,0.006104
0.008200,0.585102,0.000000,0.000916
0.008300,0.601405,0.001221,-0.002136
0.008400,0.603216,-0.002289,0.003357
0.008500,0.577856,-0.000305,0.001221
0.008600,0.619519,0.000153,0.001831
0.008700,0.617708,-0.001984,0.003662
0.008800,0.615896,0.001831,-0.001831
0.008900,0.650314,0.002136,0.002441
0.009000,0.599593,0.000763,0.000610
0.009100,0.585102,0.003510,0.002136
0.009200,0.614085,-0.001068,0.004883
0.009300,0.579667,-0.002136,0.000305
0.009400,0.599593,0.000305,-0.000916
0.009500,0.621331,-0.002441,0.003357
0.009600,0.594159,0.000000,0.002136
0.009700,0.644880,0.002136,0.001831
0.009800,0.623142,-0.000763,0.000916
0.009900,0.601405,0.003662,-0.000305
0.010000,0.634011,0.001678,0.002136
0.010100,0.586913,-0.000153,0.000610
0.010200,0.579667,0.001984,0.001221
0.010300,0.621331,-0.002289,0.004578
0.010400,0.586913,-0.002289,0.000305
0.010500,0.624954,0.000916,0.000610
0.010600,0.626765,-0.001373,0.001526
0.010700,0.612274,0.002289,0.002136
0.010800,0.626765,0.003052,0.003357
0.010900,0.605028,-0.000305,0.003052
0.011000,0.583290,0.001221,0.000000
0.011100,0.621331,0.000153,0.001221
0.011200,0.588725,-0.001678,-0.000916
0.011300,0.592348,0.000916,0.001526
0.011400,0.643068,-0.001373,0.003662
0.011500,0.606839,-0.001221,0.000000
0.011600,0.619519,0.002899,-0.000610
0.011700,0.623142,0.000305,0.001526
0.011800,0.577856,0.001526,0.002747
0.011900,0.606839,0.001831,0.003052
0.012000,0.597782,-0.002594,0.003052
0.012100,0.583290,0.000000,0.000610
0.012200,0.635823,0.000153,0.003662
0.012300,0.610462,-0.001526,0.000000
0.012400,0.617708,0.002441,0.001526
0.012500,0.652126,0.000458,0.001831
0.012600,0.595970,0.000458,0.000000
0.012700,0.603216,0.002747,-0.000610
0.012800,0.599593,-0.000458,-0.001526
0.012900,0.576044,-0.000153,0.000305
0.013000,0.610462,0.000458,0.001831
0.013100,0.608651,-0.002899,0.003662
0.013200,0.597782,0.000000,0.002747
0.013300,0.648503,0.001221,0.001526
0.013400,0.621331,0.000610,0.000305
0.013500,0.601405,0.003052,0.002747
0.013600,0.632200,0.001068,0.003662
0.013700,0.579667,-0.001221,0.000610
0.013800,0.586913,0.001678,-0.002441
0.013900,0.608651,-0.001984,0.000305
0.014000,0.583290,-0.001373,0.000305
0.014100,0.624954,0.000916,0.002441
0.014200,0.628577,-0.001831,0.003357
0.014300,0.599593,0.001831,0.000610
0.014400,0.643068,0.003052,0.000916
0.014500,0.595970,0.000305,0.002747
0.014600,0.586913,0.001984,0.002136
0.014700,0.623142,-0.001068,0.003662
0.014800,0.576044,-0.002594,0.002136
0.014900,0.601405,0.001068,-0.001831
0.015000,0.619519,-0.001831,0.001221
0.015100,0.603216,0.000000,0.000000
0.015200,0.639445,0.002747,-0.000305
0.015300,0.624954,0.000305,0.003052
0.015400,0.583290,0.002136,0.000916
0.015500,0.619519,0.001984,-0.000305
0.015600,0.586913,-0.001221,0.000610
0.015700,0.581479,0.000458,0.001526
0.015800,0.626765,-0.001678,0.004272
0.015900,0.601405,-0.002594,0.003052
0.016000,0.606839,0.001678,-0.001221
0.016100,0.643068,0.000153,0.000916
0.016200,0.597782,0.001068,-0.000610
0.016300,0.615896,0.004272,0.001526
0.016400,0.605028,-0.001068,0.002441
0.016500,0.570610,0.000000,-0.001221
0.016600,0.615896,0.001221,0.000000
0.016700,0.601405,-0.002747,-0.000305
0.016800,0.595970,0.000610,0.001221
0.016900,0.653937,-0.000153,0.005188
0.017000,0.605028,-0.000763,0.000916
0.017100,0.610462,0.003662,0.000000
0.017200,0.617708,0.000763,0.003967
0.017300,0.576044,0.000153,-0.002441
0.017400,0.603216,0.001831,0.002747
0.017500,0.603216,-0.002441,0.002441
0.017600,0.576044,-0.001068,0.000000
0.017700,0.626765,0.001068,0.001526
0.017800,0.624954,-0.001526,-0.000610
0.017900,0.612274,0.001831,0.000000
0.018000,0.644880,0.001526,0.003662
0.018100,0.585102,0.000000,0.001221
0.018200,0.585102,0.003052,0.000000
0.018300,0.605028,-0.001221,0.002441
0.018400,0.568799,-0.001984,-0.002136
0.018500,0.605028,0.000916,0.002747
0.018600,0.621331,-0.002441,0.003967
0.018700,0.594159,-0.000458,0.000610
0.018800,0.646691,0.003052,0.001526
0.018900,0.615896,-0.000153,-0.001831
0.019000,0.599593,0.003052,0.000916
0.019100,0.626765,0.001068,0.003967
0.019200,0.576044,-0.001831,-0.001831
0.019300,0.574233,0.001678,0.000916
0.019400,0.612274,-0.002136,0.000610
0.019500,0.588725,-0.001831,-0.003052
0.019600,0.626765,0.001984,0.004883
0.019700,0.635823,-0.000610,0.001221
0.019800,0.599593,0.000916,0.001526
